"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"S","A","20160101","2016","52","2016","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","206","1.1 Sea transport","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","17206000000",,"17206000000","0","true","false",
"S","A","20180101","2018","52","2018","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","206","1.1 Sea transport","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","19019000000",,"19019000000","0","true","false",
"S","A","20190101","2019","52","2019","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","206","1.1 Sea transport","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","18222000000",,"18222000000","0","true","false",
"S","A","20200101","2020","52","2020","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","206","1.1 Sea transport","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","17782000000",,"17782000000","0","true","false",
"S","A","20210101","2021","52","2021","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","206","1.1 Sea transport","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","19558000000",,"19558000000","0","true","false",
"S","A","20140101","2014","52","2014","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","291","11. Government services, n.i.e.","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","19693000000",,"19693000000","0","true","false",
"S","A","20170101","2017","52","2017","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","291","11. Government services, n.i.e.","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","19924000000",,"19924000000","0","true","false",
"S","A","20120101","2012","52","2012","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","291","11. Government services, n.i.e.","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","22148000000",,"22148000000","0","true","false",
"S","A","20130101","2013","52","2013","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","291","11. Government services, n.i.e.","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","21852000000",,"21852000000","0","true","false",
"S","A","20150101","2015","52","2015","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","291","11. Government services, n.i.e.","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","20087000000",,"20087000000","0","true","false",
"S","A","20160101","2016","52","2016","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","291","11. Government services, n.i.e.","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","18777000000",,"18777000000","0","true","false",
"S","A","20180101","2018","52","2018","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","291","11. Government services, n.i.e.","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","22131000000",,"22131000000","0","true","false",
"S","A","20190101","2019","52","2019","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","291","11. Government services, n.i.e.","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","22535000000",,"22535000000","0","true","false",
"S","A","20200101","2020","52","2020","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","291","11. Government services, n.i.e.","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","22003000000",,"22003000000","0","true","false",
"S","A","20210101","2021","52","2021","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","291","11. Government services, n.i.e.","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","23394000000",,"23394000000","0","true","false",
"S","A","20220101","2022","52","2022","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","291","11. Government services, n.i.e.","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","28529000000",,"28529000000","0","true","false",
"S","A","20140101","2014","52","2014","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","257","5.4 Reinsurance","3","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","10847000000",,"10847000000","0","true","false",
"S","A","20170101","2017","52","2017","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","257","5.4 Reinsurance","3","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","15239000000",,"15239000000","0","true","false",
"S","A","20120101","2012","52","2012","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","257","5.4 Reinsurance","3","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","10482000000",,"10482000000","0","true","false",
"S","A","20130101","2013","52","2013","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","257","5.4 Reinsurance","3","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","10302000000",,"10302000000","0","true","false",
"S","A","20150101","2015","52","2015","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","257","5.4 Reinsurance","3","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","11530000000",,"11530000000","0","true","false",
"S","A","20160101","2016","52","2016","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","257","5.4 Reinsurance","3","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","13331000000",,"13331000000","0","true","false",
"S","A","20180101","2018","52","2018","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","257","5.4 Reinsurance","3","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","15354000000",,"15354000000","0","true","false",
"S","A","20190101","2019","52","2019","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","257","5.4 Reinsurance","3","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","15332000000",,"15332000000","0","true","false",
"S","A","20200101","2020","52","2020","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","257","5.4 Reinsurance","3","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","16146000000",,"16146000000","0","true","false",
"S","A","20210101","2021","52","2021","842","USA","USA","X","Export","0","W00","World","0","W00","World","EB02","EB02","false","257","5.4 Reinsurance","3","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","17978000000",,"17978000000","0","true","false",
