"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Cereals",210,"Corn",21005,"Vegetable Products",2,74615193,1995
"Cereals",210,"Rice",21006,"Vegetable Products",2,143347201,1995
"Cereals",210,"Sorghum",21007,"Vegetable Products",2,121439,1995
"Cereals",210,"Buckwheat",21008,"Vegetable Products",2,11664716,1995
"Products of the milling industry",211,"Wheat Flours",21101,"Vegetable Products",2,50285581,1995
"Products of the milling industry",211,"Cereal Flours",21102,"Vegetable Products",2,12053529,1995
"Products of the milling industry",211,"Cereal Meal and Pellets",21103,"Vegetable Products",2,7851485,1995
"Products of the milling industry",211,"Processed Cereals",21104,"Vegetable Products",2,18903524,1995
"Products of the milling industry",211,"Potato Flours",21105,"Vegetable Products",2,1853864,1995
"Products of the milling industry",211,"Legume Flours",21106,"Vegetable Products",2,8676743,1995
"Products of the milling industry",211,"Malt",21107,"Vegetable Products",2,17730835,1995
"Products of the milling industry",211,"Starches",21108,"Vegetable Products",2,50165295,1995
"Products of the milling industry",211,"Wheat Gluten",21109,"Vegetable Products",2,72090768,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Soybeans",21201,"Vegetable Products",2,36105658,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Ground Nuts",21202,"Vegetable Products",2,24628921,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Copra",21203,"Vegetable Products",2,463610,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Linseed",21204,"Vegetable Products",2,44807384.00000001,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Rapeseed",21205,"Vegetable Products",2,56862165,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Sunflower Seeds",21206,"Vegetable Products",2,16535579,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Other Oily Seeds",21207,"Vegetable Products",2,103351498,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Oil Seed Flower",21208,"Vegetable Products",2,2687793,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Sowing Seeds",21209,"Vegetable Products",2,184141276,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Hops",21210,"Vegetable Products",2,40186404,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Perfume Plants",21211,"Vegetable Products",2,129029608,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Locust beans, seaweed, sugar beet, cane, for food",21212,"Vegetable Products",2,47870184,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Cereal Straws",21213,"Vegetable Products",2,287312,1995
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Forage Crops",21214,"Vegetable Products",2,22260412,1995
"Natural gums, resins & other vegetable extracts",213,"Insect Resins",21301,"Vegetable Products",2,69772070,1995
"Natural gums, resins & other vegetable extracts",213,"Vegetable Saps",21302,"Vegetable Products",2,341205263,1995
"Vegetable plaiting materials & products, n.e.s.",214,"Vegetable Plaiting Materials",21401,"Vegetable Products",2,15793774,1995
"Vegetable plaiting materials & products, n.e.s.",214,"Vegetable Stuffing Materials",21402,"Vegetable Products",2,427932,1995
"Vegetable plaiting materials & products, n.e.s.",214,"Vegetable material for brooms and brushes",21403,"Vegetable Products",2,12214755,1995
"Vegetable plaiting materials & products, n.e.s.",214,"Other Vegetable Products",21404,"Vegetable Products",2,29125043,1995
"Animal or vegetable fats, oils, & waxes",315,"Pig and Poultry Fat",31501,"Animal and Vegetable Bi-Products",3,3619951.0000000005,1995
"Animal or vegetable fats, oils, & waxes",315,"Bovine, Sheep, and Goat Fat",31502,"Animal and Vegetable Bi-Products",3,9189062,1995
"Animal or vegetable fats, oils, & waxes",315,"Lard stearin and oils",31503,"Animal and Vegetable Bi-Products",3,111723,1995
"Animal or vegetable fats, oils, & waxes",315,"Fish oil",31504,"Animal and Vegetable Bi-Products",3,11519709,1995
"Animal or vegetable fats, oils, & waxes",315,"Wool Grease",31505,"Animal and Vegetable Bi-Products",3,10100462,1995
"Animal or vegetable fats, oils, & waxes",315,"Other Animal Fats",31506,"Animal and Vegetable Bi-Products",3,929826.9999999999,1995
"Animal or vegetable fats, oils, & waxes",315,"Soybean Oil",31507,"Animal and Vegetable Bi-Products",3,24260576,1995
"Animal or vegetable fats, oils, & waxes",315,"Ground Nut Oil",31508,"Animal and Vegetable Bi-Products",3,3271646,1995
"Animal or vegetable fats, oils, & waxes",315,"Pure Olive Oil",31509,"Animal and Vegetable Bi-Products",3,342197897,1995
"Animal or vegetable fats, oils, & waxes",315,"Olive Oil",31510,"Animal and Vegetable Bi-Products",3,13461498,1995
"Animal or vegetable fats, oils, & waxes",315,"Palm Oil",31511,"Animal and Vegetable Bi-Products",3,53590169,1995
"Animal or vegetable fats, oils, & waxes",315,"Seed Oils",31512,"Animal and Vegetable Bi-Products",3,19562500,1995
"Animal or vegetable fats, oils, & waxes",315,"Coconut Oil",31513,"Animal and Vegetable Bi-Products",3,428175453,1995
"Animal or vegetable fats, oils, & waxes",315,"Rapeseed Oil",31514,"Animal and Vegetable Bi-Products",3,248214235,1995
"Animal or vegetable fats, oils, & waxes",315,"Other Pure Vegetable Oils",31515,"Animal and Vegetable Bi-Products",3,95519339,1995
"Animal or vegetable fats, oils, & waxes",315,"Other Vegetable Oils",31516,"Animal and Vegetable Bi-Products",3,73024849,1995
"Animal or vegetable fats, oils, & waxes",315,"Margarine",31517,"Animal and Vegetable Bi-Products",3,7707239,1995
"Animal or vegetable fats, oils, & waxes",315,"Inedible Fats and Oils",31518,"Animal and Vegetable Bi-Products",3,11184737,1995
"Animal or vegetable fats, oils, & waxes",315,"Stearic Acid",31519,"Animal and Vegetable Bi-Products",3,138035414,1995
"Animal or vegetable fats, oils, & waxes",315,"Glycerol",31520,"Animal and Vegetable Bi-Products",3,112075773,1995
"Animal or vegetable fats, oils, & waxes",315,"Vegetable waxes and beeswax",31521,"Animal and Vegetable Bi-Products",3,25798918,1995
"Animal or vegetable fats, oils, & waxes",315,"Fat and Oil Residues",31522,"Animal and Vegetable Bi-Products",3,1695801,1995
"Preparations of fish, crustacenas, & molluscs",416,"Sausages",41601,"Foodstuffs",4,18324044,1995
"Preparations of fish, crustacenas, & molluscs",416,"Other Prepared Meat",41602,"Foodstuffs",4,449535153,1995
"Preparations of fish, crustacenas, & molluscs",416,"Animal Extracts",41603,"Foodstuffs",4,5697408,1995
"Preparations of fish, crustacenas, & molluscs",416,"Processed Fish",41604,"Foodstuffs",4,475508925,1995
"Preparations of fish, crustacenas, & molluscs",416,"Processed Crustaceans",41605,"Foodstuffs",4,566387121,1995
"Sugars & confectioneries",417,"Raw Sugar",41701,"Foodstuffs",4,788557041,1995
"Sugars & confectioneries",417,"Other Sugars",41702,"Foodstuffs",4,92827067,1995
"Sugars & confectioneries",417,"Molasses",41703,"Foodstuffs",4,100055447,1995
"Sugars & confectioneries",417,"Confectionery Sugar",41704,"Foodstuffs",4,457350999,1995
"Cocoa & cocoa preparations",418,"Cocoa Beans",41801,"Foodstuffs",4,352432203,1995
"Cocoa & cocoa preparations",418,"Cocoa Shells",41802,"Foodstuffs",4,16409380,1995
"Cocoa & cocoa preparations",418,"Cocoa Paste",41803,"Foodstuffs",4,63556961,1995
"Cocoa & cocoa preparations",418,"Cocoa Butter",41804,"Foodstuffs",4,199330698,1995
"Cocoa & cocoa preparations",418,"Cocoa Powder",41805,"Foodstuffs",4,79960086,1995
"Cocoa & cocoa preparations",418,"Chocolate",41806,"Foodstuffs",4,403772180,1995
"Preparations of cereals, flour, starch or milk",419,"Malt Extract",41901,"Foodstuffs",4,100299801,1995
"Preparations of cereals, flour, starch or milk",419,"Pasta",41902,"Foodstuffs",4,301983870,1995
"Preparations of cereals, flour, starch or milk",419,"Tapioca",41903,"Foodstuffs",4,3107784,1995
"Preparations of cereals, flour, starch or milk",419,"Prepared Cereals",41904,"Foodstuffs",4,91073317,1995
"Preparations of cereals, flour, starch or milk",419,"Baked Goods",41905,"Foodstuffs",4,661232169,1995
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Pickled Foods",42001,"Foodstuffs",4,93396949,1995
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Processed Tomatoes",42002,"Foodstuffs",4,75279012,1995
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Processed Mushrooms",42003,"Foodstuffs",4,161320419,1995
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Other Frozen Vegetables",42004,"Foodstuffs",4,115867560.99999999,1995
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Other Processed Vegetables",42005,"Foodstuffs",4,370814676,1995
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Sugar Preserved Foods",42006,"Foodstuffs",4,24931490,1995
