"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Jams",42007,"Foodstuffs",4,68482231,1995
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Other Processed Fruits and Nuts",42008,"Foodstuffs",4,438105180,1995
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Fruit Juice",42009,"Foodstuffs",4,697875955,1995
"Miscellaneous edible preparations",421,"Coffee and Tea Extracts",42101,"Foodstuffs",4,238392202,1995
"Miscellaneous edible preparations",421,"Yeast",42102,"Foodstuffs",4,68997697,1995
"Miscellaneous edible preparations",421,"Sauces and Seasonings",42103,"Foodstuffs",4,198619046,1995
"Miscellaneous edible preparations",421,"Soups and Broths",42104,"Foodstuffs",4,62327743,1995
"Miscellaneous edible preparations",421,"Ice Cream",42105,"Foodstuffs",4,2170598,1995
"Miscellaneous edible preparations",421,"Other Edible Preparations",42106,"Foodstuffs",4,344032810,1995
"Beverages, spirits, & vinegar",422,"Water",42201,"Foodstuffs",4,181218895,1995
"Beverages, spirits, & vinegar",422,"Flavored Water",42202,"Foodstuffs",4,173658901,1995
"Beverages, spirits, & vinegar",422,"Beer",42203,"Foodstuffs",4,1211319356,1995
"Beverages, spirits, & vinegar",422,"Wine",42204,"Foodstuffs",4,1156745669,1995
"Beverages, spirits, & vinegar",422,"Vermouth",42205,"Foodstuffs",4,14843412,1995
"Beverages, spirits, & vinegar",422,"Other Fermented Beverages",42206,"Foodstuffs",4,19156041,1995
"Beverages, spirits, & vinegar",422,"Alcohol > 80% ABV",42207,"Foodstuffs",4,178145337,1995
"Beverages, spirits, & vinegar",422,"Hard Liquor",42208,"Foodstuffs",4,1859945265,1995
"Beverages, spirits, & vinegar",422,"Vinegar",42209,"Foodstuffs",4,31703008,1995
"Food residues & wastes; animal fodder",423,"Animal Meal and Pellets",42301,"Foodstuffs",4,42014728,1995
"Food residues & wastes; animal fodder",423,"Bran",42302,"Foodstuffs",4,28114054,1995
"Food residues & wastes; animal fodder",423,"Starch Residue",42303,"Foodstuffs",4,24218697,1995
"Food residues & wastes; animal fodder",423,"Soybean Meal",42304,"Foodstuffs",4,10318030,1995
"Food residues & wastes; animal fodder",423,"Ground Nut Meal",42305,"Foodstuffs",4,1633,1995
"Food residues & wastes; animal fodder",423,"Other Vegetable Residues",42306,"Foodstuffs",4,110701022.00000001,1995
"Food residues & wastes; animal fodder",423,"Wine Lees",42307,"Foodstuffs",4,78528,1995
"Food residues & wastes; animal fodder",423,"Other Vegetable Residues and Waste",42308,"Foodstuffs",4,10622126,1995
"Food residues & wastes; animal fodder",423,"Animal Food",42309,"Foodstuffs",4,317077220,1995
"Tobacco & substitutes",424,"Raw Tobacco",42401,"Foodstuffs",4,528317052,1995
"Tobacco & substitutes",424,"Rolled Tobacco",42402,"Foodstuffs",4,164906300,1995
"Tobacco & substitutes",424,"Processed Tobacco",42403,"Foodstuffs",4,85597751,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Salt",52501,"Mineral Products",5,118397603,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Iron Pyrites",52502,"Mineral Products",5,263063,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Sulphur",52503,"Mineral Products",5,122055425,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Graphite",52504,"Mineral Products",5,34416786,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Sand",52505,"Mineral Products",5,8479292,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Quartz",52506,"Mineral Products",5,3231591,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Kaolin",52507,"Mineral Products",5,4001487,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Clays",52508,"Mineral Products",5,14831007,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Chalk",52509,"Mineral Products",5,760362,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Calcium Phosphates",52510,"Mineral Products",5,46412254.99999999,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Barium Sulphate",52511,"Mineral Products",5,44687448,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Siliceous Fossil Meals",52512,"Mineral Products",5,910036,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Pumice",52513,"Mineral Products",5,11434426,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Slate",52514,"Mineral Products",5,4658473,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Marble, Travertine and Alabaster",52515,"Mineral Products",5,10919472,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Granite",52516,"Mineral Products",5,22637123,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Gravel and Crushed Stone",52517,"Mineral Products",5,62046883,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Dolomite",52518,"Mineral Products",5,9633781,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Magnesium Carbonate",52519,"Mineral Products",5,111395066,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Gypsum",52520,"Mineral Products",5,77743329,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Limestone",52521,"Mineral Products",5,19311680,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Quicklime",52522,"Mineral Products",5,23488054.000000004,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Cement",52523,"Mineral Products",5,589034870,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Asbestos",52524,"Mineral Products",5,5000921,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Mica",52525,"Mineral Products",5,11100480,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Soapstone",52526,"Mineral Products",5,14720616,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Natural cryolite, natural chiolite",52527,"Mineral Products",5,1030563,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Borax",52528,"Mineral Products",5,32801212.999999996,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Feldspar",52529,"Mineral Products",5,99870493,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Other Mineral",52530,"Mineral Products",5,88898454,1995
"Ores, slag and ash",526,"Iron Ore",52601,"Mineral Products",5,445975698,1995
"Ores, slag and ash",526,"Manganese Ore",52602,"Mineral Products",5,33089420,1995
"Ores, slag and ash",526,"Copper Ore",52603,"Mineral Products",5,131691269,1995
"Ores, slag and ash",526,"Nickel Ore",52604,"Mineral Products",5,18996279,1995
"Ores, slag and ash",526,"Cobalt Ore",52605,"Mineral Products",5,2320086,1995
"Ores, slag and ash",526,"Aluminium Ore",52606,"Mineral Products",5,327938062,1995
"Ores, slag and ash",526,"Lead Ore",52607,"Mineral Products",5,9318270,1995
"Ores, slag and ash",526,"Zinc Ore",52608,"Mineral Products",5,28530800,1995
"Ores, slag and ash",526,"Tin Ores",52609,"Mineral Products",5,298594,1995
"Ores, slag and ash",526,"Chromium Ore",52610,"Mineral Products",5,23141610,1995
"Ores, slag and ash",526,"Tungsten Ore",52611,"Mineral Products",5,24823332,1995
"Ores, slag and ash",526,"Uranium and Thorium Ore",52612,"Mineral Products",5,2760588,1995
"Ores, slag and ash",526,"Molybdenum Ore",52613,"Mineral Products",5,69037485,1995
"Ores, slag and ash",526,"Titanium Ore",52614,"Mineral Products",5,150258712,1995
"Ores, slag and ash",526,"Niobium, Tantalum, Vanadium and Zirconium Ore",52615,"Mineral Products",5,57163013,1995
"Ores, slag and ash",526,"Precious Metal Ore",52616,"Mineral Products",5,39807413,1995
"Ores, slag and ash",526,"Other Ores",52617,"Mineral Products",5,20982768,1995
"Ores, slag and ash",526,"Granulated Slag",52618,"Mineral Products",5,57001620,1995
"Ores, slag and ash",526,"Slag Dross",52619,"Mineral Products",5,14735711,1995
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,"Mineral Products",5,135993020,1995
"Ores, slag and ash",526,"Other Slag and Ash",52621,"Mineral Products",5,5682840,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Briquettes",52701,"Mineral Products",5,278063861,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Lignite",52702,"Mineral Products",5,3384692,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Peat",52703,"Mineral Products",5,130475724,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Coke",52704,"Mineral Products",5,349687772,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Non-Petroleum Gas",52705,"Mineral Products",5,986,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Tar",52706,"Mineral Products",5,11312795,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Tar Oil",52707,"Mineral Products",5,86305153,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Pitch Coke",52708,"Mineral Products",5,25338452,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Crude Petroleum",52709,"Mineral Products",5,43706335026,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Refined Petroleum",52710,"Mineral Products",5,8938395637,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Gas",52711,"Mineral Products",5,5896207699,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Jelly",52712,"Mineral Products",5,80554910,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Coke",52713,"Mineral Products",5,134573751,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Bitumen and asphalt",52714,"Mineral Products",5,97983920,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Asphalt Mixtures",52715,"Mineral Products",5,44613827,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Electricity",52716,"Mineral Products",5,940144802,1995
"Inorganic chemicals",628,"Halogens",62801,"Chemical Products",6,89985455,1995
"Inorganic chemicals",628,"Sulfur",62802,"Chemical Products",6,3138192,1995
"Inorganic chemicals",628,"Carbon",62803,"Chemical Products",6,102316034,1995
"Inorganic chemicals",628,"Hydrogen",62804,"Chemical Products",6,276118781,1995
"Inorganic chemicals",628,"Alkaline Metals",62805,"Chemical Products",6,30090895,1995
"Inorganic chemicals",628,"Hydrochloric Acid",62806,"Chemical Products",6,5657565,1995
